==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 117623 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 117623
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"117623","mbnet","127.0.0.1","void conv2d_grouped_direct_kernel<0, 1, 0, 0, 0, 0, 0, 0, int, float, float, float, float, float, float>(GroupedDirectFpropParams, const T11 *, const T13 *, T12 *, T14, T14, const T14 *, const T14 *, const T12 *, const T15 *, cudnnActivationStruct)","(1024, 1, 1)","(1, 1, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","15,424.00","17,056.00","15,713.00"
