==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 1952439 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 1952439
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"1952439","mbnet","127.0.0.1","void cudnn::im2col4d_kernel<float, long>(cudnn::im2col4d_params, cudnnConvolutionStruct, cudnnTensorStruct, const T1 *, T1 *)","(512, 1, 1)","(3, 10, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","58,528.00","62,464.00","59,806.80"
"1952439","mbnet","127.0.0.1","void explicit_convolve_sgemm<float, int, 128, 6, 7, 3, 3, 5, 0, 0>(int, int, int, const T1 *, int, const T1 *, int, T1 *, kernel_conv_params, unsigned long long, int, unsigned long long, int, float, float, int, bool, bool, const T1 *, const T1 *)","(8, 32, 1)","(21, 2, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","516,480.00","524,288.00","519,335.70"
