==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 191959 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 191959
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"191959","mbnet","127.0.0.1","im2col_gpu_kernel(int, const float *, int, int, int, int, int, int, int, float *)","(1024, 1, 1)","(5, 1, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","5,632.00","24,096.00","5,720.78"
"191959","mbnet","127.0.0.1","ker2row_kernel(float (*)[150], float (*)[6][5][5])","(512, 1, 1)","(5, 1, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","2,432.00","4,064.00","2,488.33"
"191959","mbnet","127.0.0.1","void gemmSN_NN_kernel<float, 256, 4, 2, 8, 4, 4, 0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)","(256, 1, 1)","(13, 4, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","5,728.00","6,080.00","5,864.51"
