==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 267852 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 267852
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"267852","mbnet","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nn_align1>(Params)","(256, 1, 1)","(8, 12, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","130,976.00","156,608.00","132,455.19"
