==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 510603 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 510603
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"510603","mbnet","127.0.0.1","void Kernel2<cutlass_80_tensorop_s1688gemm_256x128_16x3_nn_align1>(Params)","(256, 1, 1)","(8, 3, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","35,264.00","37,408.00","35,540.33"
