==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 3047333 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 3047333
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"3047333","mbnet","127.0.0.1","ampere_sgemm_32x128_nn","(256, 1, 1)","(25, 1, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","4,192.00","21,216.00","4,260.76"
