==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 924623 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 924623
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"924623","mbnet","127.0.0.1","void Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4>(Params)","(128, 1, 1)","(16, 1, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","7,008.00","8,800.00","7,104.32"
