,C,HW,K,RS
4055,16,8,192,3
4056,16,8,192,5
4057,16,8,192,1
4058,16,8,192,11
4059,16,8,192,7
4060,16,8,9,3
4061,16,8,9,5
4062,16,8,9,1
4063,16,8,9,11
4064,16,8,9,7
4065,16,8,12,3
4066,16,8,12,5
4067,16,8,12,1
4068,16,8,12,11
4069,16,8,12,7
4070,16,8,56,3
4071,16,8,56,5
4072,16,8,56,1
4073,16,8,56,11
4074,16,8,56,7
4075,16,8,3,3
4076,16,8,3,5
4077,16,8,3,1
4078,16,8,3,11
4079,16,8,3,7
4080,16,12,512,3
4081,16,12,512,5
4082,16,12,512,1
4083,16,12,512,11
4084,16,12,512,7
4085,16,12,16,3
4086,16,12,16,5
4087,16,12,16,1
4088,16,12,16,11
4089,16,12,16,7
4090,16,12,32,3
4091,16,12,32,5
4092,16,12,32,1
4093,16,12,32,11
4094,16,12,32,7
4095,16,12,64,3
4096,16,12,64,5
4097,16,12,64,1
4098,16,12,64,11
4099,16,12,64,7
4100,16,12,384,3
4101,16,12,384,5
4102,16,12,384,1
4103,16,12,384,11
4104,16,12,384,7
4105,16,12,256,3
4106,16,12,256,5
4107,16,12,256,1
4108,16,12,256,11
4109,16,12,256,7
4110,16,12,128,3
4111,16,12,128,5
4112,16,12,128,1
4113,16,12,128,11
4114,16,12,128,7
4115,16,12,255,3
4116,16,12,255,5
4117,16,12,255,1
4118,16,12,255,11
4119,16,12,255,7
4120,16,12,1024,3
4121,16,12,1024,5
4122,16,12,1024,1
4123,16,12,1024,11
4124,16,12,1024,7
4125,16,12,96,3
4126,16,12,96,5
4127,16,12,96,1
4128,16,12,96,11
4129,16,12,96,7
4130,16,12,6,3
4131,16,12,6,5
4132,16,12,6,1
4133,16,12,6,11
4134,16,12,6,7
4135,16,12,28,3
4136,16,12,28,5
4137,16,12,28,1
4138,16,12,28,11
4139,16,12,28,7
4140,16,12,192,3
4141,16,12,192,5
4142,16,12,192,1
4143,16,12,192,11
4144,16,12,192,7
4145,16,12,9,3
4146,16,12,9,5
4147,16,12,9,1
4148,16,12,9,11
4149,16,12,9,7
4150,16,12,12,3
4151,16,12,12,5
4152,16,12,12,1
4153,16,12,12,11
4154,16,12,12,7
4155,16,12,56,3
4156,16,12,56,5
4157,16,12,56,1
4158,16,12,56,11
4159,16,12,56,7
4160,16,12,3,3
4161,16,12,3,5
4162,16,12,3,1
4163,16,12,3,11
4164,16,12,3,7
4165,16,13,512,3
4166,16,13,512,5
4167,16,13,512,1
4168,16,13,512,11
4169,16,13,512,7
4170,16,13,16,3
4171,16,13,16,5
4172,16,13,16,1
4173,16,13,16,11
4174,16,13,16,7
4175,16,13,32,3
4176,16,13,32,5
4177,16,13,32,1
4178,16,13,32,11
4179,16,13,32,7
4180,16,13,64,3
4181,16,13,64,5
4182,16,13,64,1
4183,16,13,64,11
4184,16,13,64,7
4185,16,13,384,3
4186,16,13,384,5
4187,16,13,384,1
4188,16,13,384,11
4189,16,13,384,7
4190,16,13,256,3
4191,16,13,256,5
4192,16,13,256,1
4193,16,13,256,11
4194,16,13,256,7
4195,16,13,128,3
4196,16,13,128,5
4197,16,13,128,1
4198,16,13,128,11
4199,16,13,128,7
4200,16,13,255,3
4201,16,13,255,5
4202,16,13,255,1
4203,16,13,255,11
4204,16,13,255,7
4205,16,13,1024,3
4206,16,13,1024,5
4207,16,13,1024,1
4208,16,13,1024,11
4209,16,13,1024,7
4210,16,13,96,3
4211,16,13,96,5
4212,16,13,96,1
4213,16,13,96,11
4214,16,13,96,7
4215,16,13,6,3
4216,16,13,6,5
4217,16,13,6,1
4218,16,13,6,11
4219,16,13,6,7
4220,16,13,28,3
4221,16,13,28,5
4222,16,13,28,1
4223,16,13,28,11
4224,16,13,28,7
4225,16,13,192,3
4226,16,13,192,5
4227,16,13,192,1
4228,16,13,192,11
4229,16,13,192,7
4230,16,13,9,3
4231,16,13,9,5
4232,16,13,9,1
4233,16,13,9,11
4234,16,13,9,7
4235,16,13,12,3
4236,16,13,12,5
4237,16,13,12,1
4238,16,13,12,11
4239,16,13,12,7
4240,16,13,56,3
4241,16,13,56,5
4242,16,13,56,1
4243,16,13,56,11
4244,16,13,56,7
4245,16,13,3,3
4246,16,13,3,5
4247,16,13,3,1
4248,16,13,3,11
4249,16,13,3,7
4250,16,14,512,3
4251,16,14,512,5
4252,16,14,512,1
4253,16,14,512,11
4254,16,14,512,7
4255,16,14,16,3
4256,16,14,16,5
4257,16,14,16,1
4258,16,14,16,11
4259,16,14,16,7
4260,16,14,32,3
4261,16,14,32,5
4262,16,14,32,1
4263,16,14,32,11
4264,16,14,32,7
4265,16,14,64,3
4266,16,14,64,5
4267,16,14,64,1
4268,16,14,64,11
4269,16,14,64,7
4270,16,14,384,3
4271,16,14,384,5
4272,16,14,384,1
4273,16,14,384,11
4274,16,14,384,7
4275,16,14,256,3
4276,16,14,256,5
4277,16,14,256,1
4278,16,14,256,11
4279,16,14,256,7
4280,16,14,128,3
4281,16,14,128,5
4282,16,14,128,1
4283,16,14,128,11
4284,16,14,128,7
4285,16,14,255,3
4286,16,14,255,5
4287,16,14,255,1
4288,16,14,255,11
4289,16,14,255,7
4290,16,14,1024,3
4291,16,14,1024,5
4292,16,14,1024,1
4293,16,14,1024,11
4294,16,14,1024,7
4295,16,14,96,3
4296,16,14,96,5
4297,16,14,96,1
4298,16,14,96,11
4299,16,14,96,7
4300,16,14,6,3
4301,16,14,6,5
4302,16,14,6,1
4303,16,14,6,11
4304,16,14,6,7
4305,16,14,28,3
4306,16,14,28,5
4307,16,14,28,1
4308,16,14,28,11
4309,16,14,28,7
4310,16,14,192,3
4311,16,14,192,5
4312,16,14,192,1
4313,16,14,192,11
4314,16,14,192,7
4315,16,14,9,3
4316,16,14,9,5
4317,16,14,9,1
4318,16,14,9,11
4319,16,14,9,7
4320,16,14,12,3
4321,16,14,12,5
4322,16,14,12,1
4323,16,14,12,11
4324,16,14,12,7
4325,16,14,56,3
4326,16,14,56,5
4327,16,14,56,1
4328,16,14,56,11
4329,16,14,56,7
4330,16,14,3,3
4331,16,14,3,5
4332,16,14,3,1
4333,16,14,3,11
4334,16,14,3,7
4335,16,16,512,3
4336,16,16,512,5
4337,16,16,512,1
4338,16,16,512,11
4339,16,16,512,7
4340,16,16,16,3
4341,16,16,16,5
4342,16,16,16,1
4343,16,16,16,11
4344,16,16,16,7
4345,16,16,32,3
4346,16,16,32,5
4347,16,16,32,1
4348,16,16,32,11
4349,16,16,32,7
4350,16,16,64,3
4351,16,16,64,5
4352,16,16,64,1
4353,16,16,64,11
4354,16,16,64,7
4355,16,16,384,3
4356,16,16,384,5
4357,16,16,384,1
4358,16,16,384,11
4359,16,16,384,7
4360,16,16,256,3
4361,16,16,256,5
4362,16,16,256,1
4363,16,16,256,11
4364,16,16,256,7
4365,16,16,128,3
4366,16,16,128,5
4367,16,16,128,1
4368,16,16,128,11
4369,16,16,128,7
4370,16,16,255,3
4371,16,16,255,5
4372,16,16,255,1
4373,16,16,255,11
4374,16,16,255,7
4375,16,16,1024,3
4376,16,16,1024,5
4377,16,16,1024,1
4378,16,16,1024,11
4379,16,16,1024,7
4380,16,16,96,3
4381,16,16,96,5
4382,16,16,96,1
4383,16,16,96,11
4384,16,16,96,7
4385,16,16,6,3
4386,16,16,6,5
4387,16,16,6,1
4388,16,16,6,11
4389,16,16,6,7
4390,16,16,28,3
4391,16,16,28,5
4392,16,16,28,1
4393,16,16,28,11
4394,16,16,28,7
4395,16,16,192,3
4396,16,16,192,5
4397,16,16,192,1
4398,16,16,192,11
4399,16,16,192,7
4400,16,16,9,3
4401,16,16,9,5
4402,16,16,9,1
4403,16,16,9,11
4404,16,16,9,7
4405,16,16,12,3
4406,16,16,12,5
4407,16,16,12,1
4408,16,16,12,11
4409,16,16,12,7
4410,16,16,56,3
4411,16,16,56,5
4412,16,16,56,1
4413,16,16,56,11
4414,16,16,56,7
4415,16,16,3,3
4416,16,16,3,5
4417,16,16,3,1
4418,16,16,3,11
4419,16,16,3,7
4420,16,26,512,3
4421,16,26,512,5
4422,16,26,512,1
4423,16,26,512,11
4424,16,26,512,7
4425,16,26,16,3
4426,16,26,16,5
4427,16,26,16,1
4428,16,26,16,11
4429,16,26,16,7
4430,16,26,32,3
4431,16,26,32,5
4432,16,26,32,1
4433,16,26,32,11
4434,16,26,32,7
4435,16,26,64,3
4436,16,26,64,5
4437,16,26,64,1
4438,16,26,64,11
4439,16,26,64,7
4440,16,26,384,3
4441,16,26,384,5
4442,16,26,384,1
4443,16,26,384,11
4444,16,26,384,7
4445,16,26,256,3
4446,16,26,256,5
4447,16,26,256,1
4448,16,26,256,11
4449,16,26,256,7
4450,16,26,128,3
4451,16,26,128,5
4452,16,26,128,1
4453,16,26,128,11
4454,16,26,128,7
4455,16,26,255,3
4456,16,26,255,5
4457,16,26,255,1
4458,16,26,255,11
4459,16,26,255,7
4460,16,26,1024,3
4461,16,26,1024,5
4462,16,26,1024,1
4463,16,26,1024,11
4464,16,26,1024,7
4465,16,26,96,3
4466,16,26,96,5
4467,16,26,96,1
4468,16,26,96,11
4469,16,26,96,7
4470,16,26,6,3
4471,16,26,6,5
4472,16,26,6,1
4473,16,26,6,11
4474,16,26,6,7
4475,16,26,28,3
4476,16,26,28,5
4477,16,26,28,1
4478,16,26,28,11
4479,16,26,28,7
4480,16,26,192,3
4481,16,26,192,5
4482,16,26,192,1
4483,16,26,192,11
4484,16,26,192,7
4485,16,26,9,3
4486,16,26,9,5
4487,16,26,9,1
4488,16,26,9,11
4489,16,26,9,7
4490,16,26,12,3
4491,16,26,12,5
4492,16,26,12,1
4493,16,26,12,11
4494,16,26,12,7
4495,16,26,56,3
4496,16,26,56,5
4497,16,26,56,1
4498,16,26,56,11
4499,16,26,56,7
4500,16,26,3,3
4501,16,26,3,5
4502,16,26,3,1
4503,16,26,3,11
4504,16,26,3,7
4505,16,28,512,3
4506,16,28,512,5
4507,16,28,512,1
4508,16,28,512,11
4509,16,28,512,7
4510,16,28,16,3
4511,16,28,16,5
4512,16,28,16,1
4513,16,28,16,11
4514,16,28,16,7
4515,16,28,32,3
4516,16,28,32,5
4517,16,28,32,1
4518,16,28,32,11
4519,16,28,32,7
4520,16,28,64,3
4521,16,28,64,5
4522,16,28,64,1
4523,16,28,64,11
4524,16,28,64,7
4525,16,28,384,3
4526,16,28,384,5
4527,16,28,384,1
4528,16,28,384,11
4529,16,28,384,7
4530,16,28,256,3
4531,16,28,256,5
4532,16,28,256,1
4533,16,28,256,11
4534,16,28,256,7
4535,16,28,128,3
4536,16,28,128,5
4537,16,28,128,1
4538,16,28,128,11
4539,16,28,128,7
4540,16,28,255,3
4541,16,28,255,5
4542,16,28,255,1
4543,16,28,255,11
4544,16,28,255,7
4545,16,28,1024,3
4546,16,28,1024,5
4547,16,28,1024,1
4548,16,28,1024,11
4549,16,28,1024,7
4550,16,28,96,3
4551,16,28,96,5
4552,16,28,96,1
4553,16,28,96,11
4554,16,28,96,7
4555,16,28,6,3
4556,16,28,6,5
4557,16,28,6,1
4558,16,28,6,11
4559,16,28,6,7
4560,16,28,28,3
4561,16,28,28,5
4562,16,28,28,1
4563,16,28,28,11
4564,16,28,28,7
4565,16,28,192,3
4566,16,28,192,5
4567,16,28,192,1
4568,16,28,192,11
4569,16,28,192,7
4570,16,28,9,3
4571,16,28,9,5
4572,16,28,9,1
4573,16,28,9,11
4574,16,28,9,7
4575,16,28,12,3
4576,16,28,12,5
4577,16,28,12,1
4578,16,28,12,11
4579,16,28,12,7
4580,16,28,56,3
4581,16,28,56,5
4582,16,28,56,1
4583,16,28,56,11
4584,16,28,56,7
4585,16,28,3,3
4586,16,28,3,5
4587,16,28,3,1
4588,16,28,3,11
4589,16,28,3,7
4590,16,32,512,3
4591,16,32,512,5
4592,16,32,512,1
4593,16,32,512,11
4594,16,32,512,7
4595,16,32,16,3
4596,16,32,16,5
4597,16,32,16,1
4598,16,32,16,11
4599,16,32,16,7
4600,16,32,32,3
4601,16,32,32,5
4602,16,32,32,1
4603,16,32,32,11
4604,16,32,32,7
4605,16,32,64,3
4606,16,32,64,5
4607,16,32,64,1
4608,16,32,64,11
4609,16,32,64,7
4610,16,32,384,3
4611,16,32,384,5
4612,16,32,384,1
4613,16,32,384,11
4614,16,32,384,7
4615,16,32,256,3
4616,16,32,256,5
4617,16,32,256,1
4618,16,32,256,11
4619,16,32,256,7
4620,16,32,128,3
4621,16,32,128,5
4622,16,32,128,1
4623,16,32,128,11
4624,16,32,128,7
4625,16,32,255,3
4626,16,32,255,5
4627,16,32,255,1
4628,16,32,255,11
4629,16,32,255,7
4630,16,32,1024,3
4631,16,32,1024,5
4632,16,32,1024,1
4633,16,32,1024,11
4634,16,32,1024,7
4635,16,32,96,3
4636,16,32,96,5
4637,16,32,96,1
4638,16,32,96,11
4639,16,32,96,7
4640,16,32,6,3
4641,16,32,6,5
4642,16,32,6,1
4643,16,32,6,11
4644,16,32,6,7
4645,16,32,28,3
4646,16,32,28,5
4647,16,32,28,1
4648,16,32,28,11
4649,16,32,28,7
4650,16,32,192,3
4651,16,32,192,5
4652,16,32,192,1
4653,16,32,192,11
4654,16,32,192,7
4655,16,32,9,3
4656,16,32,9,5
4657,16,32,9,1
4658,16,32,9,11
4659,16,32,9,7
4660,16,32,12,3
4661,16,32,12,5
4662,16,32,12,1
4663,16,32,12,11
4664,16,32,12,7
4665,16,32,56,3
4666,16,32,56,5
4667,16,32,56,1
4668,16,32,56,11
4669,16,32,56,7
4670,16,32,3,3
4671,16,32,3,5
4672,16,32,3,1
4673,16,32,3,11
4674,16,32,3,7
4675,16,52,512,3
4676,16,52,512,5
4677,16,52,512,1
4678,16,52,512,11
4679,16,52,512,7
4680,16,52,16,3
4681,16,52,16,5
4682,16,52,16,1
4683,16,52,16,11
4684,16,52,16,7
4685,16,52,32,3
4686,16,52,32,5
4687,16,52,32,1
4688,16,52,32,11
4689,16,52,32,7
4690,16,52,64,3
4691,16,52,64,5
4692,16,52,64,1
4693,16,52,64,11
4694,16,52,64,7
4695,16,52,384,3
4696,16,52,384,5
4697,16,52,384,1
4698,16,52,384,11
4699,16,52,384,7
4700,16,52,256,3
4701,16,52,256,5
4702,16,52,256,1
4703,16,52,256,11
4704,16,52,256,7
4705,16,52,128,3
4706,16,52,128,5
4707,16,52,128,1
4708,16,52,128,11
4709,16,52,128,7
4710,16,52,255,3
4711,16,52,255,5
4712,16,52,255,1
4713,16,52,255,11
4714,16,52,255,7
4715,16,52,1024,3
4716,16,52,1024,5
4717,16,52,1024,1
4718,16,52,1024,11
4719,16,52,1024,7
4720,16,52,96,3
4721,16,52,96,5
4722,16,52,96,1
4723,16,52,96,11
4724,16,52,96,7
4725,16,52,6,3
4726,16,52,6,5
4727,16,52,6,1
4728,16,52,6,11
4729,16,52,6,7
4730,16,52,28,3
4731,16,52,28,5
4732,16,52,28,1
4733,16,52,28,11
4734,16,52,28,7
4735,16,52,192,3
4736,16,52,192,5
4737,16,52,192,1
4738,16,52,192,11
4739,16,52,192,7
4740,16,52,9,3
4741,16,52,9,5
4742,16,52,9,1
4743,16,52,9,11
4744,16,52,9,7
4745,16,52,12,3
4746,16,52,12,5
4747,16,52,12,1
4748,16,52,12,11
4749,16,52,12,7
4750,16,52,56,3
4751,16,52,56,5
4752,16,52,56,1
4753,16,52,56,11
4754,16,52,56,7
4755,16,52,3,3
4756,16,52,3,5
4757,16,52,3,1
4758,16,52,3,11
4759,16,52,3,7
4760,16,56,512,3
4761,16,56,512,5
4762,16,56,512,1
4763,16,56,512,11
4764,16,56,512,7
4765,16,56,16,3
4766,16,56,16,5
4767,16,56,16,1
4768,16,56,16,11
4769,16,56,16,7
4770,16,56,32,3
4771,16,56,32,5
4772,16,56,32,1
4773,16,56,32,11
4774,16,56,32,7
4775,16,56,64,3
4776,16,56,64,5
4777,16,56,64,1
4778,16,56,64,11
4779,16,56,64,7
4780,16,56,384,3
4781,16,56,384,5
4782,16,56,384,1
4783,16,56,384,11
4784,16,56,384,7
4785,16,56,256,3
4786,16,56,256,5
4787,16,56,256,1
4788,16,56,256,11
4789,16,56,256,7
4790,16,56,128,3
4791,16,56,128,5
4792,16,56,128,1
4793,16,56,128,11
4794,16,56,128,7
4795,16,56,255,3
4796,16,56,255,5
4797,16,56,255,1
4798,16,56,255,11
4799,16,56,255,7
4800,16,56,1024,3
4801,16,56,1024,5
4802,16,56,1024,1
4803,16,56,1024,11
4804,16,56,1024,7
4805,16,56,96,3
4806,16,56,96,5
4807,16,56,96,1
4808,16,56,96,11
4809,16,56,96,7
4810,16,56,6,3
4811,16,56,6,5
4812,16,56,6,1
4813,16,56,6,11
4814,16,56,6,7
4815,16,56,28,3
4816,16,56,28,5
4817,16,56,28,1
4818,16,56,28,11
4819,16,56,28,7
4820,16,56,192,3
4821,16,56,192,5
4822,16,56,192,1
4823,16,56,192,11
4824,16,56,192,7
4825,16,56,9,3
4826,16,56,9,5
4827,16,56,9,1
4828,16,56,9,11
4829,16,56,9,7
4830,16,56,12,3
4831,16,56,12,5
4832,16,56,12,1
4833,16,56,12,11
4834,16,56,12,7
4835,16,56,56,3
4836,16,56,56,5
4837,16,56,56,1
4838,16,56,56,11
4839,16,56,56,7
4840,16,56,3,3
4841,16,56,3,5
4842,16,56,3,1
4843,16,56,3,11
4844,16,56,3,7
4845,16,64,512,3
4846,16,64,512,5
4847,16,64,512,1
4848,16,64,512,11
4849,16,64,512,7
4850,16,64,16,3
4851,16,64,16,5
4852,16,64,16,1
4853,16,64,16,11
4854,16,64,16,7
4855,16,64,32,3
4856,16,64,32,5
4857,16,64,32,1
4858,16,64,32,11
4859,16,64,32,7
4860,16,64,64,3
4861,16,64,64,5
4862,16,64,64,1
4863,16,64,64,11
4864,16,64,64,7
4865,16,64,384,3
4866,16,64,384,5
4867,16,64,384,1
4868,16,64,384,11
4869,16,64,384,7
4870,16,64,256,3
4871,16,64,256,5
4872,16,64,256,1
4873,16,64,256,11
4874,16,64,256,7
4875,16,64,128,3
4876,16,64,128,5
4877,16,64,128,1
4878,16,64,128,11
4879,16,64,128,7
4880,16,64,255,3
4881,16,64,255,5
4882,16,64,255,1
4883,16,64,255,11
4884,16,64,255,7
4885,16,64,1024,3
4886,16,64,1024,5
4887,16,64,1024,1
4888,16,64,1024,11
4889,16,64,1024,7
4890,16,64,96,3
4891,16,64,96,5
4892,16,64,96,1
4893,16,64,96,11
4894,16,64,96,7
4895,16,64,6,3
4896,16,64,6,5
4897,16,64,6,1
4898,16,64,6,11
4899,16,64,6,7
4900,16,64,28,3
4901,16,64,28,5
4902,16,64,28,1
4903,16,64,28,11
4904,16,64,28,7
4905,16,64,192,3
4906,16,64,192,5
4907,16,64,192,1
4908,16,64,192,11
4909,16,64,192,7
4910,16,64,9,3
4911,16,64,9,5
4912,16,64,9,1
4913,16,64,9,11
4914,16,64,9,7
4915,16,64,12,3
4916,16,64,12,5
4917,16,64,12,1
4918,16,64,12,11
4919,16,64,12,7
4920,16,64,56,3
4921,16,64,56,5
4922,16,64,56,1
4923,16,64,56,11
4924,16,64,56,7
4925,16,64,3,3
4926,16,64,3,5
4927,16,64,3,1
4928,16,64,3,11
4929,16,64,3,7
4930,16,70,512,3
4931,16,70,512,5
4932,16,70,512,1
4933,16,70,512,11
4934,16,70,512,7
4935,16,70,16,3
4936,16,70,16,5
4937,16,70,16,1
4938,16,70,16,11
4939,16,70,16,7
4940,16,70,32,3
4941,16,70,32,5
4942,16,70,32,1
4943,16,70,32,11
4944,16,70,32,7
4945,16,70,64,3
4946,16,70,64,5
4947,16,70,64,1
4948,16,70,64,11
4949,16,70,64,7
4950,16,70,384,3
4951,16,70,384,5
4952,16,70,384,1
4953,16,70,384,11
4954,16,70,384,7
4955,16,70,256,3
4956,16,70,256,5
4957,16,70,256,1
4958,16,70,256,11
4959,16,70,256,7
4960,16,70,128,3
4961,16,70,128,5
4962,16,70,128,1
4963,16,70,128,11
4964,16,70,128,7
4965,16,70,255,3
4966,16,70,255,5
4967,16,70,255,1
4968,16,70,255,11
4969,16,70,255,7
4970,16,70,1024,3
4971,16,70,1024,5
4972,16,70,1024,1
4973,16,70,1024,11
4974,16,70,1024,7
4975,16,70,96,3
4976,16,70,96,5
4977,16,70,96,1
4978,16,70,96,11
4979,16,70,96,7
4980,16,70,6,3
4981,16,70,6,5
4982,16,70,6,1
4983,16,70,6,11
4984,16,70,6,7
4985,16,70,28,3
4986,16,70,28,5
4987,16,70,28,1
4988,16,70,28,11
4989,16,70,28,7
4990,16,70,192,3
4991,16,70,192,5
4992,16,70,192,1
4993,16,70,192,11
4994,16,70,192,7
4995,16,70,9,3
4996,16,70,9,5
4997,16,70,9,1
4998,16,70,9,11
4999,16,70,9,7
5000,16,70,12,3
5001,16,70,12,5
5002,16,70,12,1
5003,16,70,12,11
5004,16,70,12,7
5005,16,70,56,3
5006,16,70,56,5
5007,16,70,56,1
5008,16,70,56,11
5009,16,70,56,7
5010,16,70,3,3
5011,16,70,3,5
5012,16,70,3,1
5013,16,70,3,11
5014,16,70,3,7
5015,16,104,512,3
5016,16,104,512,5
5017,16,104,512,1
5018,16,104,512,11
5019,16,104,512,7
5020,16,104,16,3
5021,16,104,16,5
5022,16,104,16,1
5023,16,104,16,11
5024,16,104,16,7
5025,16,104,32,3
5026,16,104,32,5
5027,16,104,32,1
5028,16,104,32,11
5029,16,104,32,7
5030,16,104,64,3
5031,16,104,64,5
5032,16,104,64,1
5033,16,104,64,11
5034,16,104,64,7
5035,16,104,384,3
5036,16,104,384,5
5037,16,104,384,1
5038,16,104,384,11
5039,16,104,384,7
5040,16,104,256,3
5041,16,104,256,5
5042,16,104,256,1
5043,16,104,256,11
5044,16,104,256,7
5045,16,104,128,3
5046,16,104,128,5
5047,16,104,128,1
5048,16,104,128,11
5049,16,104,128,7
5050,16,104,255,3
5051,16,104,255,5
5052,16,104,255,1
5053,16,104,255,11
5054,16,104,255,7
5055,16,104,1024,3
5056,16,104,1024,5
5057,16,104,1024,1
5058,16,104,1024,11
5059,16,104,1024,7
5060,16,104,96,3
5061,16,104,96,5
5062,16,104,96,1
5063,16,104,96,11
5064,16,104,96,7
5065,16,104,6,3
5066,16,104,6,5
5067,16,104,6,1
5068,16,104,6,11
5069,16,104,6,7
5070,16,104,28,3
5071,16,104,28,5
5072,16,104,28,1
5073,16,104,28,11
5074,16,104,28,7
5075,16,104,192,3
5076,16,104,192,5
5077,16,104,192,1
5078,16,104,192,11
5079,16,104,192,7
5080,16,104,9,3
5081,16,104,9,5
5082,16,104,9,1
5083,16,104,9,11
5084,16,104,9,7
5085,16,104,12,3
5086,16,104,12,5
5087,16,104,12,1
5088,16,104,12,11
5089,16,104,12,7
5090,16,104,56,3
5091,16,104,56,5
5092,16,104,56,1
5093,16,104,56,11
5094,16,104,56,7
5095,16,104,3,3
5096,16,104,3,5
5097,16,104,3,1
5098,16,104,3,11
5099,16,104,3,7
5100,16,112,512,3
5101,16,112,512,5
5102,16,112,512,1
5103,16,112,512,11
5104,16,112,512,7
5105,16,112,16,3
5106,16,112,16,5
5107,16,112,16,1
5108,16,112,16,11
5109,16,112,16,7
5110,16,112,32,3
5111,16,112,32,5
5112,16,112,32,1
5113,16,112,32,11
5114,16,112,32,7
5115,16,112,64,3
5116,16,112,64,5
5117,16,112,64,1
5118,16,112,64,11
5119,16,112,64,7
5120,16,112,384,3
5121,16,112,384,5
5122,16,112,384,1
5123,16,112,384,11
5124,16,112,384,7
5125,16,112,256,3
5126,16,112,256,5
5127,16,112,256,1
5128,16,112,256,11
5129,16,112,256,7
5130,16,112,128,3
5131,16,112,128,5
5132,16,112,128,1
5133,16,112,128,11
5134,16,112,128,7
5135,16,112,255,3
5136,16,112,255,5
5137,16,112,255,1
5138,16,112,255,11
5139,16,112,255,7
5140,16,112,1024,3
5141,16,112,1024,5
5142,16,112,1024,1
5143,16,112,1024,11
5144,16,112,1024,7
5145,16,112,96,3
5146,16,112,96,5
5147,16,112,96,1
5148,16,112,96,11
5149,16,112,96,7
5150,16,112,6,3
5151,16,112,6,5
5152,16,112,6,1
5153,16,112,6,11
5154,16,112,6,7
5155,16,112,28,3
5156,16,112,28,5
5157,16,112,28,1
5158,16,112,28,11
5159,16,112,28,7
5160,16,112,192,3
5161,16,112,192,5
5162,16,112,192,1
5163,16,112,192,11
5164,16,112,192,7
5165,16,112,9,3
5166,16,112,9,5
5167,16,112,9,1
5168,16,112,9,11
5169,16,112,9,7
5170,16,112,12,3
5171,16,112,12,5
5172,16,112,12,1
5173,16,112,12,11
5174,16,112,12,7
5175,16,112,56,3
5176,16,112,56,5
5177,16,112,56,1
5178,16,112,56,11
5179,16,112,56,7
5180,16,112,3,3
5181,16,112,3,5
5182,16,112,3,1
5183,16,112,3,11
5184,16,112,3,7
5185,16,128,512,3
5186,16,128,512,5
5187,16,128,512,1
5188,16,128,512,11
5189,16,128,512,7
5190,16,128,16,3
5191,16,128,16,5
5192,16,128,16,1
5193,16,128,16,11
5194,16,128,16,7
5195,16,128,32,3
5196,16,128,32,5
5197,16,128,32,1
5198,16,128,32,11
5199,16,128,32,7
5200,16,128,64,3
5201,16,128,64,5
5202,16,128,64,1
5203,16,128,64,11
5204,16,128,64,7
5205,16,128,384,3
5206,16,128,384,5
5207,16,128,384,1
5208,16,128,384,11
5209,16,128,384,7
5210,16,128,256,3
5211,16,128,256,5
5212,16,128,256,1
5213,16,128,256,11
5214,16,128,256,7
5215,16,128,128,3
5216,16,128,128,5
5217,16,128,128,1
5218,16,128,128,11
5219,16,128,128,7
5220,16,128,255,3
5221,16,128,255,5
5222,16,128,255,1
5223,16,128,255,11
5224,16,128,255,7
5225,16,128,1024,3
5226,16,128,1024,5
5227,16,128,1024,1
5228,16,128,1024,11
5229,16,128,1024,7
5230,16,128,96,3
5231,16,128,96,5
5232,16,128,96,1
5233,16,128,96,11
5234,16,128,96,7
5235,16,128,6,3
5236,16,128,6,5
5237,16,128,6,1
5238,16,128,6,11
5239,16,128,6,7
5240,16,128,28,3
5241,16,128,28,5
5242,16,128,28,1
5243,16,128,28,11
5244,16,128,28,7
5245,16,128,192,3
5246,16,128,192,5
5247,16,128,192,1
5248,16,128,192,11
5249,16,128,192,7
5250,16,128,9,3
5251,16,128,9,5
5252,16,128,9,1
5253,16,128,9,11
5254,16,128,9,7
5255,16,128,12,3
5256,16,128,12,5
5257,16,128,12,1
5258,16,128,12,11
5259,16,128,12,7
5260,16,128,56,3
5261,16,128,56,5
5262,16,128,56,1
5263,16,128,56,11
5264,16,128,56,7
5265,16,128,3,3
5266,16,128,3,5
5267,16,128,3,1
5268,16,128,3,11
5269,16,128,3,7
5270,16,150,512,3
5271,16,150,512,5
5272,16,150,512,1
5273,16,150,512,11
5274,16,150,512,7
5275,16,150,16,3
5276,16,150,16,5
5277,16,150,16,1
5278,16,150,16,11
5279,16,150,16,7
5280,16,150,32,3
5281,16,150,32,5
5282,16,150,32,1
5283,16,150,32,11
5284,16,150,32,7
5285,16,150,64,3
5286,16,150,64,5
5287,16,150,64,1
5288,16,150,64,11
5289,16,150,64,7
5290,16,150,384,3
5291,16,150,384,5
5292,16,150,384,1
5293,16,150,384,11
5294,16,150,384,7
5295,16,150,256,3
5296,16,150,256,5
5297,16,150,256,1
5298,16,150,256,11
5299,16,150,256,7
5300,16,150,128,3
5301,16,150,128,5
5302,16,150,128,1
5303,16,150,128,11
5304,16,150,128,7
5305,16,150,255,3
5306,16,150,255,5
5307,16,150,255,1
5308,16,150,255,11
5309,16,150,255,7
5310,16,150,1024,3
5311,16,150,1024,5
5312,16,150,1024,1
5313,16,150,1024,11
5314,16,150,1024,7
5315,16,150,96,3
5316,16,150,96,5
5317,16,150,96,1
5318,16,150,96,11
