,C,HW,K,RS
14380,128,32,64,3
14381,128,32,64,5
14382,128,32,64,1
14383,128,32,64,11
14384,128,32,64,7
14385,128,32,384,3
14386,128,32,384,5
14387,128,32,384,1
14388,128,32,384,11
14389,128,32,384,7
14390,128,32,256,3
14391,128,32,256,5
14392,128,32,256,1
14393,128,32,256,11
14394,128,32,256,7
14395,128,32,128,3
14396,128,32,128,5
14397,128,32,128,1
14398,128,32,128,11
14399,128,32,128,7
14400,128,32,255,3
14401,128,32,255,5
14402,128,32,255,1
14403,128,32,255,11
14404,128,32,255,7
14405,128,32,1024,3
14406,128,32,1024,5
14407,128,32,1024,1
14408,128,32,1024,11
14409,128,32,1024,7
14410,128,32,96,3
14411,128,32,96,5
14412,128,32,96,1
14413,128,32,96,11
14414,128,32,96,7
14415,128,32,6,3
14416,128,32,6,5
14417,128,32,6,1
14418,128,32,6,11
14419,128,32,6,7
14420,128,32,28,3
14421,128,32,28,5
14422,128,32,28,1
14423,128,32,28,11
14424,128,32,28,7
14425,128,32,192,3
14426,128,32,192,5
14427,128,32,192,1
14428,128,32,192,11
14429,128,32,192,7
14430,128,32,9,3
14431,128,32,9,5
14432,128,32,9,1
14433,128,32,9,11
14434,128,32,9,7
14435,128,32,12,3
14436,128,32,12,5
14437,128,32,12,1
14438,128,32,12,11
14439,128,32,12,7
14440,128,32,56,3
14441,128,32,56,5
14442,128,32,56,1
14443,128,32,56,11
14444,128,32,56,7
14445,128,32,3,3
14446,128,32,3,5
14447,128,32,3,1
14448,128,32,3,11
14449,128,32,3,7
14450,128,52,512,3
14451,128,52,512,5
14452,128,52,512,1
14453,128,52,512,11
14454,128,52,512,7
14455,128,52,16,3
14456,128,52,16,5
14457,128,52,16,1
14458,128,52,16,11
14459,128,52,16,7
14460,128,52,32,3
14461,128,52,32,5
14462,128,52,32,1
14463,128,52,32,11
14464,128,52,32,7
14465,128,52,64,3
14466,128,52,64,5
14467,128,52,64,1
14468,128,52,64,11
14469,128,52,64,7
14470,128,52,384,3
14471,128,52,384,5
14472,128,52,384,1
14473,128,52,384,11
14474,128,52,384,7
14475,128,52,256,3
14476,128,52,256,5
14477,128,52,256,1
14478,128,52,256,11
14479,128,52,256,7
14480,128,52,128,3
14481,128,52,128,5
14482,128,52,128,1
14483,128,52,128,11
14484,128,52,128,7
14485,128,52,255,3
14486,128,52,255,5
14487,128,52,255,1
14488,128,52,255,11
14489,128,52,255,7
14490,128,52,1024,3
14491,128,52,1024,5
14492,128,52,1024,1
14493,128,52,1024,11
14494,128,52,1024,7
14495,128,52,96,3
14496,128,52,96,5
14497,128,52,96,1
14498,128,52,96,11
14499,128,52,96,7
14500,128,52,6,3
14501,128,52,6,5
14502,128,52,6,1
14503,128,52,6,11
14504,128,52,6,7
14505,128,52,28,3
14506,128,52,28,5
14507,128,52,28,1
14508,128,52,28,11
14509,128,52,28,7
14510,128,52,192,3
14511,128,52,192,5
14512,128,52,192,1
14513,128,52,192,11
14514,128,52,192,7
14515,128,52,9,3
14516,128,52,9,5
14517,128,52,9,1
14518,128,52,9,11
14519,128,52,9,7
14520,128,52,12,3
14521,128,52,12,5
14522,128,52,12,1
14523,128,52,12,11
14524,128,52,12,7
14525,128,52,56,3
14526,128,52,56,5
14527,128,52,56,1
14528,128,52,56,11
14529,128,52,56,7
14530,128,52,3,3
14531,128,52,3,5
14532,128,52,3,1
14533,128,52,3,11
14534,128,52,3,7
14535,128,56,512,3
14536,128,56,512,5
14537,128,56,512,1
14538,128,56,512,11
14539,128,56,512,7
14540,128,56,16,3
14541,128,56,16,5
14542,128,56,16,1
14543,128,56,16,11
14544,128,56,16,7
14545,128,56,32,3
14546,128,56,32,5
14547,128,56,32,1
14548,128,56,32,11
14549,128,56,32,7
14550,128,56,64,3
14551,128,56,64,5
14552,128,56,64,1
14553,128,56,64,11
14554,128,56,64,7
14555,128,56,384,3
14556,128,56,384,5
14557,128,56,384,1
14558,128,56,384,11
14559,128,56,384,7
14560,128,56,256,3
14561,128,56,256,5
14562,128,56,256,1
14563,128,56,256,11
14564,128,56,256,7
14565,128,56,128,3
14566,128,56,128,5
14567,128,56,128,1
14568,128,56,128,11
14569,128,56,128,7
14570,128,56,255,3
14571,128,56,255,5
14572,128,56,255,1
14573,128,56,255,11
14574,128,56,255,7
14575,128,56,1024,3
14576,128,56,1024,5
14577,128,56,1024,1
14578,128,56,1024,11
14579,128,56,1024,7
14580,128,56,96,3
14581,128,56,96,5
14582,128,56,96,1
14583,128,56,96,11
14584,128,56,96,7
14585,128,56,6,3
14586,128,56,6,5
14587,128,56,6,1
14588,128,56,6,11
14589,128,56,6,7
14590,128,56,28,3
14591,128,56,28,5
14592,128,56,28,1
14593,128,56,28,11
14594,128,56,28,7
14595,128,56,192,3
14596,128,56,192,5
14597,128,56,192,1
14598,128,56,192,11
14599,128,56,192,7
14600,128,56,9,3
14601,128,56,9,5
14602,128,56,9,1
14603,128,56,9,11
14604,128,56,9,7
14605,128,56,12,3
14606,128,56,12,5
14607,128,56,12,1
14608,128,56,12,11
14609,128,56,12,7
14610,128,56,56,3
14611,128,56,56,5
14612,128,56,56,1
14613,128,56,56,11
14614,128,56,56,7
14615,128,56,3,3
14616,128,56,3,5
14617,128,56,3,1
14618,128,56,3,11
14619,128,56,3,7
14620,128,64,512,3
14621,128,64,512,5
14622,128,64,512,1
14623,128,64,512,11
14624,128,64,512,7
14625,128,64,16,3
14626,128,64,16,5
14627,128,64,16,1
14628,128,64,16,11
14629,128,64,16,7
14630,128,64,32,3
14631,128,64,32,5
14632,128,64,32,1
14633,128,64,32,11
14634,128,64,32,7
14635,128,64,64,3
14636,128,64,64,5
14637,128,64,64,1
14638,128,64,64,11
14639,128,64,64,7
14640,128,64,384,3
14641,128,64,384,5
14642,128,64,384,1
14643,128,64,384,11
14644,128,64,384,7
14645,128,64,256,3
14646,128,64,256,5
14647,128,64,256,1
14648,128,64,256,11
14649,128,64,256,7
14650,128,64,128,3
14651,128,64,128,5
14652,128,64,128,1
14653,128,64,128,11
14654,128,64,128,7
14655,128,64,255,3
14656,128,64,255,5
14657,128,64,255,1
14658,128,64,255,11
14659,128,64,255,7
14660,128,64,1024,3
14661,128,64,1024,5
14662,128,64,1024,1
14663,128,64,1024,11
14664,128,64,1024,7
14665,128,64,96,3
14666,128,64,96,5
14667,128,64,96,1
14668,128,64,96,11
14669,128,64,96,7
14670,128,64,6,3
14671,128,64,6,5
14672,128,64,6,1
14673,128,64,6,11
14674,128,64,6,7
14675,128,64,28,3
14676,128,64,28,5
14677,128,64,28,1
14678,128,64,28,11
14679,128,64,28,7
14680,128,64,192,3
14681,128,64,192,5
14682,128,64,192,1
14683,128,64,192,11
14684,128,64,192,7
14685,128,64,9,3
14686,128,64,9,5
14687,128,64,9,1
14688,128,64,9,11
14689,128,64,9,7
14690,128,64,12,3
14691,128,64,12,5
14692,128,64,12,1
14693,128,64,12,11
14694,128,64,12,7
14695,128,64,56,3
14696,128,64,56,5
14697,128,64,56,1
14698,128,64,56,11
14699,128,64,56,7
14700,128,64,3,3
14701,128,64,3,5
14702,128,64,3,1
14703,128,64,3,11
14704,128,64,3,7
14705,128,70,512,3
14706,128,70,512,5
14707,128,70,512,1
14708,128,70,512,11
14709,128,70,512,7
14710,128,70,16,3
14711,128,70,16,5
14712,128,70,16,1
14713,128,70,16,11
14714,128,70,16,7
14715,128,70,32,3
14716,128,70,32,5
14717,128,70,32,1
14718,128,70,32,11
14719,128,70,32,7
14720,128,70,64,3
14721,128,70,64,5
14722,128,70,64,1
14723,128,70,64,11
14724,128,70,64,7
14725,128,70,384,3
14726,128,70,384,5
14727,128,70,384,1
14728,128,70,384,11
14729,128,70,384,7
14730,128,70,256,3
14731,128,70,256,5
14732,128,70,256,1
14733,128,70,256,11
14734,128,70,256,7
14735,128,70,128,3
14736,128,70,128,5
14737,128,70,128,1
14738,128,70,128,11
14739,128,70,128,7
14740,128,70,255,3
14741,128,70,255,5
14742,128,70,255,1
14743,128,70,255,11
14744,128,70,255,7
14745,128,70,1024,3
14746,128,70,1024,5
14747,128,70,1024,1
14748,128,70,1024,11
14749,128,70,1024,7
14750,128,70,96,3
14751,128,70,96,5
14752,128,70,96,1
14753,128,70,96,11
14754,128,70,96,7
14755,128,70,6,3
14756,128,70,6,5
14757,128,70,6,1
14758,128,70,6,11
14759,128,70,6,7
14760,128,70,28,3
14761,128,70,28,5
14762,128,70,28,1
14763,128,70,28,11
14764,128,70,28,7
14765,128,70,192,3
14766,128,70,192,5
14767,128,70,192,1
14768,128,70,192,11
14769,128,70,192,7
14770,128,70,9,3
14771,128,70,9,5
14772,128,70,9,1
14773,128,70,9,11
14774,128,70,9,7
14775,128,70,12,3
14776,128,70,12,5
14777,128,70,12,1
14778,128,70,12,11
14779,128,70,12,7
14780,128,70,56,3
14781,128,70,56,5
14782,128,70,56,1
14783,128,70,56,11
14784,128,70,56,7
14785,128,70,3,3
14786,128,70,3,5
14787,128,70,3,1
14788,128,70,3,11
14789,128,70,3,7
14790,128,104,512,3
14791,128,104,512,5
14792,128,104,512,1
14793,128,104,512,11
14794,128,104,512,7
14795,128,104,16,3
14796,128,104,16,5
14797,128,104,16,1
14798,128,104,16,11
14799,128,104,16,7
14800,128,104,32,3
14801,128,104,32,5
14802,128,104,32,1
14803,128,104,32,11
14804,128,104,32,7
14805,128,104,64,3
14806,128,104,64,5
14807,128,104,64,1
14808,128,104,64,11
14809,128,104,64,7
14810,128,104,384,3
14811,128,104,384,5
14812,128,104,384,1
14813,128,104,384,11
14814,128,104,384,7
14815,128,104,256,3
14816,128,104,256,5
14817,128,104,256,1
14818,128,104,256,11
14819,128,104,256,7
14820,128,104,128,3
14821,128,104,128,5
14822,128,104,128,1
14823,128,104,128,11
14824,128,104,128,7
14825,128,104,255,3
14826,128,104,255,5
14827,128,104,255,1
14828,128,104,255,11
14829,128,104,255,7
14830,128,104,1024,3
14831,128,104,1024,5
14832,128,104,1024,1
14833,128,104,1024,11
14834,128,104,1024,7
14835,128,104,96,3
14836,128,104,96,5
14837,128,104,96,1
14838,128,104,96,11
14839,128,104,96,7
14840,128,104,6,3
14841,128,104,6,5
14842,128,104,6,1
14843,128,104,6,11
14844,128,104,6,7
14845,128,104,28,3
14846,128,104,28,5
14847,128,104,28,1
14848,128,104,28,11
14849,128,104,28,7
14850,128,104,192,3
14851,128,104,192,5
14852,128,104,192,1
14853,128,104,192,11
14854,128,104,192,7
14855,128,104,9,3
14856,128,104,9,5
14857,128,104,9,1
14858,128,104,9,11
14859,128,104,9,7
14860,128,104,12,3
14861,128,104,12,5
14862,128,104,12,1
14863,128,104,12,11
14864,128,104,12,7
14865,128,104,56,3
14866,128,104,56,5
14867,128,104,56,1
14868,128,104,56,11
14869,128,104,56,7
14870,128,104,3,3
14871,128,104,3,5
14872,128,104,3,1
14873,128,104,3,11
14874,128,104,3,7
14875,128,112,512,3
14876,128,112,512,5
14877,128,112,512,1
14878,128,112,512,11
14879,128,112,512,7
14880,128,112,16,3
14881,128,112,16,5
14882,128,112,16,1
14883,128,112,16,11
14884,128,112,16,7
14885,128,112,32,3
14886,128,112,32,5
14887,128,112,32,1
14888,128,112,32,11
14889,128,112,32,7
14890,128,112,64,3
14891,128,112,64,5
14892,128,112,64,1
14893,128,112,64,11
14894,128,112,64,7
14895,128,112,384,3
14896,128,112,384,5
14897,128,112,384,1
14898,128,112,384,11
14899,128,112,384,7
14900,128,112,256,3
14901,128,112,256,5
14902,128,112,256,1
14903,128,112,256,11
14904,128,112,256,7
14905,128,112,128,3
14906,128,112,128,5
14907,128,112,128,1
14908,128,112,128,11
14909,128,112,128,7
14910,128,112,255,3
14911,128,112,255,5
14912,128,112,255,1
14913,128,112,255,11
14914,128,112,255,7
14915,128,112,1024,3
14916,128,112,1024,5
14917,128,112,1024,1
14918,128,112,1024,11
14919,128,112,1024,7
14920,128,112,96,3
14921,128,112,96,5
14922,128,112,96,1
14923,128,112,96,11
14924,128,112,96,7
14925,128,112,6,3
14926,128,112,6,5
14927,128,112,6,1
14928,128,112,6,11
14929,128,112,6,7
14930,128,112,28,3
14931,128,112,28,5
14932,128,112,28,1
14933,128,112,28,11
14934,128,112,28,7
14935,128,112,192,3
14936,128,112,192,5
14937,128,112,192,1
14938,128,112,192,11
14939,128,112,192,7
14940,128,112,9,3
14941,128,112,9,5
14942,128,112,9,1
14943,128,112,9,11
14944,128,112,9,7
14945,128,112,12,3
14946,128,112,12,5
14947,128,112,12,1
14948,128,112,12,11
14949,128,112,12,7
14950,128,112,56,3
14951,128,112,56,5
14952,128,112,56,1
14953,128,112,56,11
14954,128,112,56,7
14955,128,112,3,3
14956,128,112,3,5
14957,128,112,3,1
14958,128,112,3,11
14959,128,112,3,7
14960,128,128,512,3
14961,128,128,512,5
14962,128,128,512,1
14963,128,128,512,11
14964,128,128,512,7
14965,128,128,16,3
14966,128,128,16,5
14967,128,128,16,1
14968,128,128,16,11
14969,128,128,16,7
14970,128,128,32,3
14971,128,128,32,5
14972,128,128,32,1
14973,128,128,32,11
14974,128,128,32,7
14975,128,128,64,3
14976,128,128,64,5
14977,128,128,64,1
14978,128,128,64,11
14979,128,128,64,7
14980,128,128,384,3
14981,128,128,384,5
14982,128,128,384,1
14983,128,128,384,11
14984,128,128,384,7
14985,128,128,256,3
14986,128,128,256,5
14987,128,128,256,1
14988,128,128,256,11
14989,128,128,256,7
14990,128,128,128,3
14991,128,128,128,5
14992,128,128,128,1
14993,128,128,128,11
14994,128,128,128,7
14995,128,128,255,3
14996,128,128,255,5
14997,128,128,255,1
14998,128,128,255,11
14999,128,128,255,7
15000,128,128,1024,3
15001,128,128,1024,5
15002,128,128,1024,1
15003,128,128,1024,11
15004,128,128,1024,7
15005,128,128,96,3
15006,128,128,96,5
15007,128,128,96,1
15008,128,128,96,11
15009,128,128,96,7
15010,128,128,6,3
15011,128,128,6,5
15012,128,128,6,1
15013,128,128,6,11
15014,128,128,6,7
15015,128,128,28,3
15016,128,128,28,5
15017,128,128,28,1
15018,128,128,28,11
15019,128,128,28,7
15020,128,128,192,3
15021,128,128,192,5
15022,128,128,192,1
15023,128,128,192,11
15024,128,128,192,7
15025,128,128,9,3
15026,128,128,9,5
15027,128,128,9,1
15028,128,128,9,11
15029,128,128,9,7
15030,128,128,12,3
15031,128,128,12,5
15032,128,128,12,1
15033,128,128,12,11
15034,128,128,12,7
15035,128,128,56,3
15036,128,128,56,5
15037,128,128,56,1
15038,128,128,56,11
15039,128,128,56,7
15040,128,128,3,3
15041,128,128,3,5
15042,128,128,3,1
15043,128,128,3,11
15044,128,128,3,7
15045,128,150,512,3
15046,128,150,512,5
15047,128,150,512,1
15048,128,150,512,11
15049,128,150,512,7
15050,128,150,16,3
15051,128,150,16,5
15052,128,150,16,1
15053,128,150,16,11
15054,128,150,16,7
15055,128,150,32,3
15056,128,150,32,5
15057,128,150,32,1
15058,128,150,32,11
15059,128,150,32,7
15060,128,150,64,3
15061,128,150,64,5
15062,128,150,64,1
15063,128,150,64,11
15064,128,150,64,7
15065,128,150,384,3
15066,128,150,384,5
15067,128,150,384,1
15068,128,150,384,11
15069,128,150,384,7
15070,128,150,256,3
15071,128,150,256,5
15072,128,150,256,1
15073,128,150,256,11
15074,128,150,256,7
15075,128,150,128,3
15076,128,150,128,5
15077,128,150,128,1
15078,128,150,128,11
15079,128,150,128,7
15080,128,150,255,3
15081,128,150,255,5
15082,128,150,255,1
15083,128,150,255,11
15084,128,150,255,7
15085,128,150,1024,3
15086,128,150,1024,5
15087,128,150,1024,1
15088,128,150,1024,11
15089,128,150,1024,7
15090,128,150,96,3
15091,128,150,96,5
15092,128,150,96,1
15093,128,150,96,11
15094,128,150,96,7
15095,128,150,6,3
15096,128,150,6,5
15097,128,150,6,1
15098,128,150,6,11
15099,128,150,6,7
15100,128,150,28,3
15101,128,150,28,5
15102,128,150,28,1
15103,128,150,28,11
15104,128,150,28,7
15105,128,150,192,3
15106,128,150,192,5
15107,128,150,192,1
15108,128,150,192,11
15109,128,150,192,7
15110,128,150,9,3
15111,128,150,9,5
15112,128,150,9,1
15113,128,150,9,11
15114,128,150,9,7
15115,128,150,12,3
15116,128,150,12,5
15117,128,150,12,1
15118,128,150,12,11
15119,128,150,12,7
15120,128,150,56,3
15121,128,150,56,5
15122,128,150,56,1
15123,128,150,56,11
15124,128,150,56,7
15125,128,150,3,3
15126,128,150,3,5
15127,128,150,3,1
15128,128,150,3,11
15129,128,150,3,7
15130,128,208,512,3
15131,128,208,512,5
15132,128,208,512,1
15133,128,208,512,11
15134,128,208,512,7
15135,128,208,16,3
15136,128,208,16,5
15137,128,208,16,1
15138,128,208,16,11
15139,128,208,16,7
15140,128,208,32,3
15141,128,208,32,5
15142,128,208,32,1
15143,128,208,32,11
15144,128,208,32,7
15145,128,208,64,3
15146,128,208,64,5
15147,128,208,64,1
15148,128,208,64,11
15149,128,208,64,7
15150,128,208,384,3
15151,128,208,384,5
15152,128,208,384,1
15153,128,208,384,11
15154,128,208,384,7
15155,128,208,256,3
15156,128,208,256,5
15157,128,208,256,1
15158,128,208,256,11
15159,128,208,256,7
15160,128,208,128,3
15161,128,208,128,5
15162,128,208,128,1
15163,128,208,128,11
15164,128,208,128,7
15165,128,208,255,3
15166,128,208,255,5
15167,128,208,255,1
15168,128,208,255,11
15169,128,208,255,7
15170,128,208,1024,3
15171,128,208,1024,5
15172,128,208,1024,1
15173,128,208,1024,11
15174,128,208,1024,7
15175,128,208,96,3
15176,128,208,96,5
15177,128,208,96,1
15178,128,208,96,11
15179,128,208,96,7
15180,128,208,6,3
15181,128,208,6,5
15182,128,208,6,1
15183,128,208,6,11
15184,128,208,6,7
15185,128,208,28,3
15186,128,208,28,5
15187,128,208,28,1
15188,128,208,28,11
15189,128,208,28,7
15190,128,208,192,3
15191,128,208,192,5
15192,128,208,192,1
15193,128,208,192,11
15194,128,208,192,7
15195,128,208,9,3
15196,128,208,9,5
15197,128,208,9,1
15198,128,208,9,11
15199,128,208,9,7
15200,128,208,12,3
15201,128,208,12,5
15202,128,208,12,1
15203,128,208,12,11
15204,128,208,12,7
15205,128,208,56,3
15206,128,208,56,5
15207,128,208,56,1
15208,128,208,56,11
15209,128,208,56,7
15210,128,208,3,3
15211,128,208,3,5
15212,128,208,3,1
15213,128,208,3,11
15214,128,208,3,7
15215,128,224,512,3
15216,128,224,512,5
15217,128,224,512,1
15218,128,224,512,11
15219,128,224,512,7
15220,128,224,16,3
15221,128,224,16,5
15222,128,224,16,1
15223,128,224,16,11
15224,128,224,16,7
15225,128,224,32,3
15226,128,224,32,5
15227,128,224,32,1
15228,128,224,32,11
15229,128,224,32,7
15230,128,224,64,3
15231,128,224,64,5
15232,128,224,64,1
15233,128,224,64,11
15234,128,224,64,7
15235,128,224,384,3
15236,128,224,384,5
15237,128,224,384,1
15238,128,224,384,11
15239,128,224,384,7
15240,128,224,256,3
15241,128,224,256,5
15242,128,224,256,1
15243,128,224,256,11
15244,128,224,256,7
15245,128,224,128,3
15246,128,224,128,5
15247,128,224,128,1
15248,128,224,128,11
15249,128,224,128,7
15250,128,224,255,3
15251,128,224,255,5
15252,128,224,255,1
15253,128,224,255,11
15254,128,224,255,7
15255,128,224,1024,3
15256,128,224,1024,5
15257,128,224,1024,1
15258,128,224,1024,11
15259,128,224,1024,7
15260,128,224,96,3
15261,128,224,96,5
15262,128,224,96,1
15263,128,224,96,11
15264,128,224,96,7
15265,128,224,6,3
15266,128,224,6,5
15267,128,224,6,1
15268,128,224,6,11
15269,128,224,6,7
15270,128,224,28,3
15271,128,224,28,5
15272,128,224,28,1
15273,128,224,28,11
15274,128,224,28,7
15275,128,224,192,3
15276,128,224,192,5
15277,128,224,192,1
15278,128,224,192,11
15279,128,224,192,7
15280,128,224,9,3
15281,128,224,9,5
15282,128,224,9,1
15283,128,224,9,11
15284,128,224,9,7
15285,128,224,12,3
15286,128,224,12,5
15287,128,224,12,1
15288,128,224,12,11
15289,128,224,12,7
15290,128,224,56,3
15291,128,224,56,5
15292,128,224,56,1
15293,128,224,56,11
15294,128,224,56,7
15295,128,224,3,3
15296,128,224,3,5
15297,128,224,3,1
15298,128,224,3,11
15299,128,224,3,7
15300,128,256,512,3
15301,128,256,512,5
15302,128,256,512,1
15303,128,256,512,11
15304,128,256,512,7
15305,128,256,16,3
15306,128,256,16,5
15307,128,256,16,1
15308,128,256,16,11
15309,128,256,16,7
15310,128,256,32,3
15311,128,256,32,5
15312,128,256,32,1
15313,128,256,32,11
15314,128,256,32,7
15315,128,256,64,3
15316,128,256,64,5
15317,128,256,64,1
15318,128,256,64,11
15319,128,256,64,7
15320,128,256,384,3
15321,128,256,384,5
15322,128,256,384,1
15323,128,256,384,11
15324,128,256,384,7
15325,128,256,256,3
15326,128,256,256,5
15327,128,256,256,1
15328,128,256,256,11
15329,128,256,256,7
15330,128,256,128,3
15331,128,256,128,5
15332,128,256,128,1
15333,128,256,128,11
15334,128,256,128,7
15335,128,256,255,3
15336,128,256,255,5
15337,128,256,255,1
15338,128,256,255,11
15339,128,256,255,7
15340,128,256,1024,3
15341,128,256,1024,5
15342,128,256,1024,1
15343,128,256,1024,11
15344,128,256,1024,7
15345,128,256,96,3
15346,128,256,96,5
15347,128,256,96,1
15348,128,256,96,11
15349,128,256,96,7
15350,128,256,6,3
15351,128,256,6,5
15352,128,256,6,1
15353,128,256,6,11
15354,128,256,6,7
15355,128,256,28,3
15356,128,256,28,5
15357,128,256,28,1
15358,128,256,28,11
15359,128,256,28,7
15360,128,256,192,3
15361,128,256,192,5
15362,128,256,192,1
15363,128,256,192,11
15364,128,256,192,7
15365,128,256,9,3
15366,128,256,9,5
15367,128,256,9,1
15368,128,256,9,11
15369,128,256,9,7
15370,128,256,12,3
15371,128,256,12,5
15372,128,256,12,1
15373,128,256,12,11
15374,128,256,12,7
15375,128,256,56,3
15376,128,256,56,5
15377,128,256,56,1
15378,128,256,56,11
15379,128,256,56,7
15380,128,256,3,3
15381,128,256,3,5
15382,128,256,3,1
15383,128,256,3,11
15384,128,256,3,7
15385,128,320,512,3
15386,128,320,512,5
15387,128,320,512,1
15388,128,320,512,11
15389,128,320,512,7
15390,128,320,16,3
15391,128,320,16,5
15392,128,320,16,1
15393,128,320,16,11
15394,128,320,16,7
15395,128,320,32,3
15396,128,320,32,5
15397,128,320,32,1
15398,128,320,32,11
15399,128,320,32,7
15400,128,320,64,3
15401,128,320,64,5
15402,128,320,64,1
15403,128,320,64,11
15404,128,320,64,7
15405,128,320,384,3
15406,128,320,384,5
15407,128,320,384,1
15408,128,320,384,11
15409,128,320,384,7
15410,128,320,256,3
15411,128,320,256,5
15412,128,320,256,1
15413,128,320,256,11
15414,128,320,256,7
15415,128,320,128,3
15416,128,320,128,5
15417,128,320,128,1
15418,128,320,128,11
15419,128,320,128,7
15420,128,320,255,3
15421,128,320,255,5
15422,128,320,255,1
15423,128,320,255,11
15424,128,320,255,7
15425,128,320,1024,3
15426,128,320,1024,5
15427,128,320,1024,1
15428,128,320,1024,11
15429,128,320,1024,7
15430,128,320,96,3
15431,128,320,96,5
15432,128,320,96,1
15433,128,320,96,11
15434,128,320,96,7
15435,128,320,6,3
15436,128,320,6,5
15437,128,320,6,1
15438,128,320,6,11
15439,128,320,6,7
15440,128,320,28,3
15441,128,320,28,5
15442,128,320,28,1
15443,128,320,28,11
15444,128,320,28,7
15445,128,320,192,3
15446,128,320,192,5
15447,128,320,192,1
15448,128,320,192,11
15449,128,320,192,7
15450,128,320,9,3
15451,128,320,9,5
15452,128,320,9,1
15453,128,320,9,11
15454,128,320,9,7
15455,128,320,12,3
15456,128,320,12,5
15457,128,320,12,1
15458,128,320,12,11
15459,128,320,12,7
15460,128,320,56,3
15461,128,320,56,5
15462,128,320,56,1
15463,128,320,56,11
15464,128,320,56,7
15465,128,320,3,3
15466,128,320,3,5
15467,128,320,3,1
15468,128,320,3,11
15469,128,320,3,7
15470,128,400,512,3
15471,128,400,512,5
15472,128,400,512,1
15473,128,400,512,11
15474,128,400,512,7
15475,128,400,16,3
15476,128,400,16,5
15477,128,400,16,1
15478,128,400,16,11
15479,128,400,16,7
15480,128,400,32,3
15481,128,400,32,5
15482,128,400,32,1
15483,128,400,32,11
15484,128,400,32,7
15485,128,400,64,3
15486,128,400,64,5
15487,128,400,64,1
15488,128,400,64,11
15489,128,400,64,7
15490,128,400,384,3
15491,128,400,384,5
15492,128,400,384,1
15493,128,400,384,11
15494,128,400,384,7
15495,128,400,256,3
15496,128,400,256,5
15497,128,400,256,1
15498,128,400,256,11
15499,128,400,256,7
15500,128,400,128,3
15501,128,400,128,5
15502,128,400,128,1
15503,128,400,128,11
15504,128,400,128,7
15505,128,400,255,3
15506,128,400,255,5
15507,128,400,255,1
15508,128,400,255,11
15509,128,400,255,7
15510,128,400,1024,3
15511,128,400,1024,5
15512,128,400,1024,1
15513,128,400,1024,11
15514,128,400,1024,7
15515,128,400,96,3
15516,128,400,96,5
15517,128,400,96,1
15518,128,400,96,11
15519,128,400,96,7
15520,128,400,6,3
15521,128,400,6,5
15522,128,400,6,1
15523,128,400,6,11
15524,128,400,6,7
15525,128,400,28,3
15526,128,400,28,5
15527,128,400,28,1
15528,128,400,28,11
15529,128,400,28,7
15530,128,400,192,3
15531,128,400,192,5
15532,128,400,192,1
15533,128,400,192,11
15534,128,400,192,7
15535,128,400,9,3
15536,128,400,9,5
15537,128,400,9,1
15538,128,400,9,11
15539,128,400,9,7
15540,128,400,12,3
15541,128,400,12,5
15542,128,400,12,1
15543,128,400,12,11
15544,128,400,12,7
15545,128,400,56,3
15546,128,400,56,5
15547,128,400,56,1
15548,128,400,56,11
15549,128,400,56,7
15550,128,400,3,3
15551,128,400,3,5
15552,128,400,3,1
15553,128,400,3,11
15554,128,400,3,7
15555,128,416,512,3
15556,128,416,512,5
15557,128,416,512,1
15558,128,416,512,11
15559,128,416,512,7
15560,128,416,16,3
15561,128,416,16,5
15562,128,416,16,1
15563,128,416,16,11
15564,128,416,16,7
15565,128,416,32,3
15566,128,416,32,5
15567,128,416,32,1
15568,128,416,32,11
15569,128,416,32,7
15570,128,416,64,3
15571,128,416,64,5
15572,128,416,64,1
15573,128,416,64,11
15574,128,416,64,7
15575,128,416,384,3
15576,128,416,384,5
15577,128,416,384,1
15578,128,416,384,11
15579,128,416,384,7
15580,128,416,256,3
15581,128,416,256,5
15582,128,416,256,1
15583,128,416,256,11
15584,128,416,256,7
15585,128,416,128,3
15586,128,416,128,5
15587,128,416,128,1
15588,128,416,128,11
15589,128,416,128,7
15590,128,416,255,3
15591,128,416,255,5
15592,128,416,255,1
15593,128,416,255,11
15594,128,416,255,7
15595,128,416,1024,3
15596,128,416,1024,5
15597,128,416,1024,1
15598,128,416,1024,11
15599,128,416,1024,7
15600,128,416,96,3
15601,128,416,96,5
15602,128,416,96,1
15603,128,416,96,11
15604,128,416,96,7
15605,128,416,6,3
15606,128,416,6,5
15607,128,416,6,1
15608,128,416,6,11
15609,128,416,6,7
15610,128,416,28,3
15611,128,416,28,5
15612,128,416,28,1
15613,128,416,28,11
15614,128,416,28,7
15615,128,416,192,3
15616,128,416,192,5
15617,128,416,192,1
15618,128,416,192,11
15619,128,416,192,7
15620,128,416,9,3
15621,128,416,9,5
15622,128,416,9,1
15623,128,416,9,11
15624,128,416,9,7
15625,128,416,12,3
15626,128,416,12,5
15627,128,416,12,1
15628,128,416,12,11
15629,128,416,12,7
15630,128,416,56,3
15631,128,416,56,5
15632,128,416,56,1
15633,128,416,56,11
15634,128,416,56,7
15635,128,416,3,3
15636,128,416,3,5
15637,128,416,3,1
15638,128,416,3,11
15639,128,416,3,7
15640,96,7,512,3
15641,96,7,512,5
15642,96,7,512,1
15643,96,7,512,11
