==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 1056548 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 1056548
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"1056548","mbnet","127.0.0.1","sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_srcVec1_fltVec2_2_TP3_TQ7_C8_R3_S3_U1_V1_execute_kernel_trt","(256, 1, 1)","(4, 12, 28)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","821,536.00","829,312.00","824,410.67"
"1056548","mbnet","127.0.0.1","sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_srcVec2_fltVec1_1_TP6_TQ8_C8_R3_S3_U1_V1_execute_kernel_trt","(256, 1, 1)","(8, 11, 14)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","758,016.00","761,920.00","760,528.00"
"1056548","mbnet","127.0.0.1","sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_srcVec2_fltVec1_1_TP7_TQ8_C8_R3_S3_U1_V1_execute_kernel_trt","(256, 1, 1)","(8, 11, 12)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","745,824.00","755,680.00","750,981.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x16x8_stage3_warpsize4x1x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(16, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,211,552.00","1,214,048.00","1,212,517.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize1x4x1_g1_ffma_t1r3s3_aligna4_alignc4_beta0_packed_stride_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","697,280.00","698,976.00","697,989.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize2x2x1_g1_ffma_t1r3s3_aligna4_alignc4_beta0_packed_stride_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","10006","Command line profiler metrics","gpu__time_duration.sum","ns","635,648.00","639,200.00","637,252.06"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize4x1x1_g1_ffma_t1r3s3_aligna4_alignc4_beta0_packed_stride_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","712,480.00","715,648.00","713,648.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage3_warpsize2x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","756,544.00","759,520.00","757,472.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize256x128x8_stage3_warpsize4x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(256, 1, 1)","(2, 27, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","607,712.00","616,032.00","609,424.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize256x128x8_stage3_warpsize4x2x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(256, 1, 1)","(2, 27, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","612,096.00","618,240.00","613,328.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize32x32x8_stage3_warpsize1x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(64, 1, 1)","(8, 216, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","978,176.00","982,784.00","980,112.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize32x32x8_stage3_warpsize1x2x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(64, 1, 1)","(8, 216, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","987,584.00","989,376.00","988,362.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x128x8_stage3_warpsize1x4x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(2, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","674,112.00","677,152.00","675,056.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x128x8_stage3_warpsize1x4x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(2, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","670,944.00","673,408.00","671,936.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x64x8_stage3_warpsize1x4x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","717,984.00","718,912.00","718,400.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x64x8_stage3_warpsize1x4x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","711,136.00","712,288.00","711,413.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x16x8_stage3_warpsize4x1x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(16, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,108,864.00","1,109,952.00","1,109,488.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x16x8_stage3_warpsize4x1x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(16, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,166,304.00","1,178,528.00","1,172,602.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x64x8_stage3_warpsize2x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","634,944.00","636,960.00","636,069.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x64x8_stage3_warpsize2x2x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","635,776.00","637,760.00","636,608.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize256x64x8_stage3_warpsize2x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 27, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","569,280.00","587,872.00","572,794.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize32x32x8_stage3_warpsize1x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(64, 1, 1)","(8, 216, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,094,112.00","1,098,816.00","1,096,741.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize32x32x8_stage3_warpsize1x2x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(64, 1, 1)","(8, 216, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,094,368.00","1,100,480.00","1,097,802.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x128x8_stage3_warpsize1x4x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(2, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","623,264.00","625,056.00","623,952.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x16x16_stage3_warpsize1x1x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(32, 1, 1)","(16, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","983,648.00","986,240.00","985,157.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x16x16_stage3_warpsize1x1x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(32, 1, 1)","(16, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","994,240.00","996,864.00","995,626.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x256x8_stage3_warpsize1x4x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(1, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","606,880.00","618,816.00","613,344.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x32x32_stage3_warpsize1x1x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(32, 1, 1)","(8, 108, 1)","0","8.6","4","Command line profiler metrics","gpu__time_duration.sum","ns","3,589,952.00","3,628,256.00","3,617,912.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x32x32_stage3_warpsize1x1x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(32, 1, 1)","(8, 108, 1)","0","8.6","2","Command line profiler metrics","gpu__time_duration.sum","ns","3,385,824.00","3,405,408.00","3,395,616.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x64x8_stage3_warpsize1x4x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","703,104.00","704,192.00","703,472.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x64x8_stage3_warpsize1x4x1_g1_ffma_t1r3s3_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","688,160.00","690,464.00","688,757.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_trt","(128, 1, 1)","(2, 54, 1)","0","8.6","4","Command line profiler metrics","gpu__time_duration.sum","ns","463,616.00","469,600.00","466,600.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r3s3_alignc4_execute_kernel_trt","(128, 1, 1)","(2, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","453,760.00","457,152.00","455,002.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_trt","(128, 1, 1)","(2, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","460,448.00","462,080.00","460,917.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r3s3_execute_kernel_trt","(128, 1, 1)","(2, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","451,872.00","454,240.00","452,554.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x16x8_stage3_warpsize4x1x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(16, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,941,344.00","1,943,840.00","1,942,496.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x32x8_stage3_warpsize2x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(8, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,272,928.00","1,274,144.00","1,273,573.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize1x4x1_g1_ffma_aligna4_alignc4_beta0_packed_stride_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","864,832.00","867,680.00","866,026.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize2x2x1_g1_ffma_aligna4_alignc4_beta0_packed_stride_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","829,536.00","830,848.00","830,357.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize4x1x1_g1_ffma_aligna4_alignc4_beta0_packed_stride_execute_kernel_trt","(128, 1, 1)","(4, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","914,144.00","916,000.00","915,018.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize32x32x8_stage3_warpsize1x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(64, 1, 1)","(8, 216, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,308,736.00","1,310,720.00","1,309,354.67"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x64x8_stage3_warpsize1x4x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","922,528.00","924,352.00","923,200.00"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x16x8_stage3_warpsize4x1x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(16, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,409,824.00","1,411,808.00","1,410,485.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x32x8_stage3_warpsize2x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(8, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","928,640.00","936,320.00","933,813.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize32x32x8_stage3_warpsize1x2x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(64, 1, 1)","(8, 216, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","1,209,600.00","1,215,072.00","1,213,077.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x64x8_stage3_warpsize1x4x1_g1_ffma_aligna4_alignc4_execute_kernel_trt","(128, 1, 1)","(4, 108, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","767,936.00","770,240.00","768,693.33"
"1056548","mbnet","127.0.0.1","sm80_xmma_fprop_implicit_gemm_indexed_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_trt","(128, 1, 1)","(2, 54, 1)","0","8.6","6","Command line profiler metrics","gpu__time_duration.sum","ns","487,584.00","492,032.00","488,874.67"
