==WARNING== Note: Running with uncontrolled GPU caches. Profiling results may be inconsistent.
==WARNING== Note: Running with unmodified GPU clocks. If not controlled otherwise, profiling results may be inconsistent.
==PROF== Connected to process 1393020 (/home/beknur/Documents/tensorRT-mbnet/mbnet)
==PROF== Disconnected from process 1393020
"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"1393020","mbnet","127.0.0.1","ampere_sgemm_128x64_nn","(128, 1, 1)","(11, 4, 5)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","275,744.00","278,400.00","276,372.60"
"1393020","mbnet","127.0.0.1","im2col_gpu_kernel(int, const float *, int, int, int, int, int, int, int, float *)","(1024, 1, 1)","(323, 1, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","45,248.00","48,448.00","46,055.31"
"1393020","mbnet","127.0.0.1","ker2row_kernel(float (*)[2295], float (*)[255][3][3])","(512, 1, 1)","(1148, 1, 1)","0","8.6","10000","Command line profiler metrics","gpu__time_duration.sum","ns","132,992.00","136,928.00","134,474.26"
